capture_episode_ci_high,capture_episode_ci_low,capture_episode_rate,clean_success_ci_high,clean_success_ci_low,clean_success_rate,episodes,goal_reach_rate,label,mean_active_look_fraction,mean_capture_count,mean_gaze_travel_degrees,mean_look_without_current_pixels_fraction,mean_minimum_predator_distance,mean_path_cost,mean_predator_pixels_visible_fraction,mean_return,mean_steps,method
0.07090838767737563,0.04249742737476844,0.055,0.9575025726252315,0.9290916123226243,0.945,1000,1.0,SAC active gaze,0.9891763329101825,0.073,192.15259196805954,0.6012925847058475,0.2582784422137986,1.2843001436671493,0.4170070571288388,4.390221051044527,31.522,sac_active_gaze
0.4809672917742588,0.4194153840742968,0.45,0.5766236961751385,0.5150242420441904,0.546,1000,0.974,SAC head clamped,0.0,2.799,0.0,0.0,0.10453970698659401,1.4109281911736093,0.6624209361133131,-10.032566611906228,122.23,sac_head_clamped
0.9978624644726756,0.9883490446266249,0.995,0.0038267584855551234,2.168404344971009e-19,0.0,1000,0.0,Random action,0.9501866666666667,38.477,3346.2600168738663,0.6127581082200136,0.005534937360606806,2.6228599784411566,0.38806999999999997,-195.22540628652553,300.0,random_action
